index,Country,NDC Section,NDC Sub-Section,NDC Targets,NDC Target Text,index,NCS Action Category,Mitigation and/or adaptation,Ecosystem Type(s),NCS Actions and related keywords,generated_sample,count,0.057704502,,,,
7,Belize,NDC Development Process (4),Inclusive Development of Updated NDC (4.2),h,"The development of the updated NDC has included broad stakeholder engagement including participation of vulnerable populations in an inception workshop for the NDC update process.
Throughout the development of the updated NDC, progress has been validated through engagement with a technical committee of sector leads, including representation of indigenous peoples. Broader engagement of civil society and project owners was facilitated during an engagement phase. The actions and targets included in this updated NDC have undergone a gender and vulnerable group scoring analysis, which produced recommendations for increasing the gender sensitivity of both the medium-term implementation of the NDC and the long term low emissions development strategy under development.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,NDC Development Process (4) Inclusive Development of Updated NDC (4.2) h
8,Belize,Summary of Belize's Updated Nationally Determined Contributions (5),,i,"Belize is pleased to submit this updated Nationally Determined Contribution which includes both a mitigation and an adaptation component.
Targets included in this updated NDC are estimated to avoid a cumulative emissions total of 5,647 KtCO2e between 2021 and 20309 (peaking at 1,080 KtCO2e in avoided emissions in 2030).10 Key sector targets include: a 63% increase in GHG removals related to the AFOLU sector and an increase of renewable energy projects in the grid connected. Targets also include a number of sectoral actions to build resilience and develop capacity to adapt to the impacts of climate change in key economic sectors and supporting systems.
This updated NDC reflects Belize’s commitment to enhancing its climate ambition. Notably, ambition has been
integrated into the updated NDC through the following enhancements:
●	Improvements in the data availability and analysis of projections underpinning commitments, especially in the FOLU sector
●	Realistic and achievable commitments
●	Increased ambition through expanded sectoral targets.
●	Expanded coverage of gases covered in targets to include N2O and Methane in AFOLU interventions.
●	Further specification of targets including addition of time frames, quantified emissions reductions and other outcomes.
●	Increased transparency in the development of targets.
●	Detail on the financing, monitoring and implementation of actions included in the NDC.
As part of the High Ambition Coalition, Belize announced its intention to develop a long-term low emissions development strategy, which will include targets for mitigation in key sectors to 2050.
The targets and actions set out in this document demonstrate Belize’s commitment to supporting the implementation of the Paris Agreement including:
●	A set of mitigation targets in line with a global goal to keep global warming to below 2 degrees Celsius by 2100.
●	A set of adaptation actions designed to develop resilience of critical systems and populations in Belize.
●	Consideration of the costs of delivering actions identified and level of climate finance resources to support delivery of these actions.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Summary of Belize's Updated Nationally Determined Contributions (5)  i
9,Belize,Mitigation Targets and Actions (6),Context (6.1),j,"Belize is committed towards achieving the central aim of the Paris Agreement by pursuing efforts to limit the
global temperature increase even to 1.5 degrees Celsius above pre-industrial levels. This commitment led to
the development and submission of Belize’s first NDC on April 20th, 2016 and the updated NDC set out below.
In parallel to the NDC update, which updates previous medium-term mitigation and adaptation targets to
2030, Belize is developing a Low Emission Development Strategy (LEDS) to set out the country’s long term
mitigation ambitions to 2050. This process, supported by the UNDP, will aim to define a long-term target for
low carbon and carbon neutral development.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Context (6.1) j
10,Belize,Mitigation Targets and Actions (6),Sectorial Targets and Actions (6.2),Description 1,"The NDC includes specific targets set out at the sector level. Where targets relate to mitigation of greenhouse
gases, the target sets out a quantified emissions reduction and a series of actions are provided for delivery of
the target.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Sectorial Targets and Actions (6.2) Description 1
11,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Target 1.a,"Reduce GHG emissions and increase GHG removals related to land use change totalling 2,053 KtCO2e cumulative over the period from 2021 to 2030",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Target 1.a
12,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.1,"Complete      the      REDD-plus      Strategy,      including      options, implementation    framework    and    assessment    of    social    and environmental  impacts,  publish  and  maintain  a  National  Forest Reference   Level   covering   2006-2020,   and   design   systems   for monitoring, information and safeguards; including stock taking for tropical forest and mangrove cover and promotion of community land stewardship practices. Participate in REDD+ for performance- based  payments  for  emissions  reductions  and  removals  increase achieved above and beyond the commitment in this NDC.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.1
13,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.2,"Implement reforestation practices for 1,400 hectares in forest areas inside protected areas, as well as the restoration of 6,000 hectares of  degraded  and  deforested  riparian  forests  by  2030,  with  750 hectares of this being restored in key watersheds by 2025",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. 
""Implement reforestation practices for 1,400 hectares in forest areas inside protected areas, as well as the restoration of 6,000 hectares of degraded and deforested riparian forests by 2030, with 750 hectares of this being restored in key watersheds by 2025""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.2
14,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.3,"Reduce degradation in 42,600 hectares of forest within protected areas by reducing fire incidence, improving logging practices, and controlling other human disturbance by 2030.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.3
15,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.4,Assess potential to reduce emissions related to fuelwood collection and use including an assessment of social and cultural impacts and collection  of  data  on  current  fuelwood  use  in  local  communities throughout  Belize  and  incorporate  findings  into  forestry  sector strategies.,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.4
16,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.5,"Incorporate and monitor agroforestry practices into at least 8,000 hectares  of  agricultural  landscapes  by  2030  by  planting  shade trees, in line with the draft National Agroforestry Policy, with 4,500 hectares   of   this   being   implemented   by   2025   conditional   on adoption, implementation and financing of the agroforestry policy",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.5
17,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.6,"Promote and monitor the stewardship of 10,000 hectares of local community and indigenous people’s lands as sustainably managed landscape to serve as net carbon sinks",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Promote and monitor the stewardship of 10,000 hectares of local community and indigenous people’s lands as sustainably managed landscape to serve as net carbon sinks.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.6
18,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.a.7,"Explore alongside Article 6 of the Paris Agreement, new financing options  to  support  forest  protection  and  restoration,  including REDD+  performance-based  payments,  multilateral  and  bilateral funds,    insurance    products,    debt-for-nature    swaps,    private investment,   carbon   credits   and   bonds,   and   other   innovative conservation financing mechanisms",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.a.7
19,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Description 2,"The actions identified above are considered conditional on financial support and technical assistance.
Belize is considering management of its near-shore coastal ecosystems (fringe and island mangroves and seagrass) in an integrated and holistic way. Fringe and island mangroves account for around 30% of total mangrove cover, while the other 70% of mangroves are located on the mainland in basin and littoral formations. All mangrove formations are integrated into the Forest Reference Level within the national definition of forests. The understanding of the climate influence of Belize’s mangrove ecosystems, including both above- and below-ground carbon, is more advanced; they are estimated to currently hold total ecosystem carbon stocks of approximately 92,962,893 (92,963 Kt) tCO2e, and annually sequester around 431,644 (432 Kt) tCO2e/year.
14 These figures will be further validated based on field research to be completed in 2021.
Belize intends to maintain and enhance these carbon storage functions of these natural carbon sinks, as well as the adaptation and resilience values they provide, by protecting and restoring mangrove and seagrass habitats through the target and actions outlined below.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Description 2
20,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Target 1.b,"Enhance the capacity of the country’s mangrove and seagrass ecosystems to act as a carbon sink by 2030, through increased protection of mangroves and by removing a cumulative total of 381  KtCO2e  between  2021  and  2030  through  mangrove restoration.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. 
""Enhance the capacity of the country’s mangrove and seagrass ecosystems to act as a carbon sink by 2030, through increased protection of mangroves and by removing a cumulative total of 381 KtCO2e between 2021 and 2030 through mangrove restoration.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Target 1.b
21,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.1,"Building on the 12,827 hectares of mangroves currently under protection,   protect   at   least   a   further   6,000   hectares   of mangroves by 2025, with an additional 6,000 hectares by 2030. This includes the establishment of new and/or improvement of existing public conservation measures to cover 100% of publicly owned areas identified in the Government’s mangrove priority areas from  the Forests (Protection  of Mangroves) Regulations 2018;    partnerships    with    landlords    of    privately    owned mangroves,    local    communities,    bilateral    and    multilateral agencies and the continued enforcement of the 2018 mangrove regulations.  This  is  a  non-CO2e  commitment,  since  baseline mangrove loss has been negligible over the 20-year period from 2001 to 2020.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.1
22,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.2,"Restore at least 2,000 hectares of mangroves, including within local communities, by 2025, with an additional 2,000 hectares by 2030",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Restore at least 2,000 hectares of mangroves, including within local communities, by 2025, with an additional 2,000 hectares by 2030"" mentions the NCS Action of ""wetland protection"" and ""wetland conservation"".",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.2
23,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.3,"Halt  and  reverse  net  mangrove  loss  by  2025  through  public measures   and   partnerships   with   private   landowners   local communities, and other relevant stakeholders",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Halt and reverse net mangrove loss by 2025 through public measures and partnerships with private landowners, local communities, and other relevant stakeholders.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.3
24,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.4,"Assess  the  value  of  seagrass  habitat  contributions  to  climate regulation  to  inform  development  and  implementation  of  a national    seagrass    management    policy,    updated    national seagrass mapping as part of an updated marine habitat map, and  identification  of  a  portfolio  of  priority  seagrass  areas  for protection to enhance conservation",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.4
25,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.5,"Complete  an  in-situ  assessment  of  the  below  ground  carbon stock  of  mangroves  by  2022, leading  to  the  application  of relevant IPCC methodologies to assess the feasibility of including seagrass in a wetlands component, alongside a comprehensive assessment  of  mangrove-based  carbon  stock,  in  the  National Greenhouse Gas Inventory, and other relevant reports by 2025",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.5
26,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.6,"Explore   alongside   Article   6   of   the   Paris   Agreement,   new financing    options    to    support    mangrove    protection    and restoration, including multilateral and bilateral funds, insurance products,   debt-for-nature   swaps,   private   investment,   blue carbon credits and bonds, and other innovative conservation financing mechanisms",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Explore alongside Article 6 of the Paris Agreement, new financing options to support mangrove protection and restoration, including multilateral and bilateral funds, insurance products, debt-for-nature swaps, private investment, blue carbon credits and bonds, and other innovative conservation financing mechanisms.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.6
27,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Action 1.b.7,"Throughout delivery of land use interventions related to this target, promote the stewardship of local community and indigenous people’s coastal lands as sustainably managed landscapes to serve as net carbon sinks",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Throughout delivery of land use interventions related to this target, promote the stewardship of local community and indigenous people’s coastal lands as sustainably managed landscapes to serve as net carbon sinks.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Action 1.b.7
28,Belize,Mitigation Targets and Actions (6),Land use change and forestry (6.2.1),Description 3,"The actions identified here are considered conditional on 1) provision of technical expertise and development
of capacity for the emissions accounting and carbon market design and 2) financial support for purchase,
protection and restoration of mangroves and wetlands.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""financial support for purchase, protection and restoration of mangroves and wetlands.""",1,,,,Y,Mitigation Targets and Actions (6) Land use change and forestry (6.2.1) Description 3
29,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Target 2,Reduce methane emissions from livestock by 10% by 2030 and avoid emissions of at least 4.5 KtCO2e related to agriculturally driven land use change by 2025,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ","Yes. ""Reduce methane emissions from livestock by 10% by 2030 and avoid emissions of at least 4.5 KtCO2e related to agriculturally driven land use change by 2025"" mentions the NCS Action of ""avoided peat impacts"" related to land use change.",1,,,,Y,Mitigation Targets and Actions (6) Agriculture (6.2.2) Target 2
30,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Action 2.1,"Improve the management of 80,000 hectares  of the agro-landscape through  good  agricultural  and  silvopastoral  practices,  including  by bringing 30,500 hectares under sustainable agriculture systems with biodiversity benefits and 15,000 hectares in production systems under sustainable land management",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Agriculture (6.2.2) Action 2.1
31,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Action 2.2,Restore 200 hectares of arable sugar land in Northern Belize that has been denuded over time by use,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Agriculture (6.2.2) Action 2.2
32,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Action 2.3,"Promote the reduction of agricultural GHG emissions through altering crop  cultivation  methods,  including  green  mechanical  harvesting  in sugar cane production systems, through a public awareness campaign targeting women, youth and local communities",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Agriculture (6.2.2) Action 2.3
33,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Action 2.4,Promote   the   reduction   of   agricultural   GHG   emissions   through implementing effective livestock management that involves changing the  feeding  practices  of  livestock  to  include  more  optimal  nutrient levels,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Agriculture (6.2.2) Action 2.4
34,Belize,Mitigation Targets and Actions (6),Agriculture (6.2.2),Description 4,"The actions identified above are presented as conditional to receiving financial support to implement large
scale land use interventions and technical support to improve agricultural processes.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Agriculture (6.2.2) Description 4
35,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Description 5,"The energy sector, among other sectors, presents numerous opportunities to reduce GHG emissions on the
global scale and here in Belize. The Belize INDC presented in 2015 established very ambitious goals for the
electricity generation subsector with a target of reducing GHG emissions by 2.4 million metric tons of CO2e
during the 2014-2033 period via renewable energy and energy efficiency measures (potential established by
the Belize Sustainable Energy Strategy and Action Plan).
The analysis of Belize’s Sustainable Energy Strategy and Action Plan was conducted on the basis of unrealized
sustainable energy potential (proposed national sustainable energy strategy scenario) rather than projecting
the introduction of renewable energy generation within the interconnected energy matrix, taking into
consideration contributions from the Mexican generation network and private sector investment in renewable
energy source projects.
In this updated NDC, Belize maintains its strong ambition to increase the implementation of renewable energy
projects within the interconnected energy matrix and to gradually reduce the amount of electricity generation
being imported from Mexico. Similarly, the national utility, Belize Electricity Limited (BEL), is developing an
electricity expansion plan (up to 2030) with the intention to project a pathway of how Belize wants to develop
this sector within the next 10 years. Notably, the electricity expansion plan will assist decision-makers with
information and allow for greater precision in the analysis of renewable energy generation being added to
Belize’s interconnected energy matrix. The analytical exercise should be done from the perspective of carbon
intensity of electricity generation which takes into account the operating margin emission factor for Belize’s
national electricity grid. This approach will allow for a better estimate of CO2e emissions and will, therefore,
assist in establishing with greater precision the impact of renewable energy projects towards the displacement
of fossil fuel-based generating sources and/or at the same time the displacement of electricity imports from
Mexico.
Subsequent to the implementation of climatic actions in the energy sector, Belize estimates realization of
avoided emissions from the power sector equivalent to 19 KtCO2e per year through system and consumption
efficiency measures amounting to at least 100 GWh/year by 2030. In addition, projection is made to avoid 44
KtCO2e in the national electricity supply by 2030 through the introduction of expanded capacity from
renewable energy sources.
The potential for estimate refinements will depend on carbon intensity analysis of the grid connected
generation to determine its Operating Margin Emission Factor. Applying this analytical tool will enable a more
accurate estimation of the GHG emissions generated by the energy sub-sector against an established baseline
year. Notably, Belize's contribution is conditionally supported by sources of investment and the country
reserves the right to make changes to the projections and estimates based on the availability and integration
of new information.
Belize is committed to contributing to global climate action and low-carbon development. Thus, Belize
presents its energy sector climatic targets and actions below.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Description 5
36,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Target 3.a,Avoid emissions from the power sector equivalent to 19 KtCO2e per year through system and consumption efficiency measures amounting to at least 100 GWh/year by 2030,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Target 3.a
37,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.a.1,Reduction  in  transmission  and  distribution  losses  from  12%  to  10%  by 2030 resulting in reduced electricity demand and better quality of supply,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.a.1
38,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.a.2,"Improve  energy  efficiency  and  conservation  by  at  least  10%  by  2030 compared to a BAU baseline projection, including through an increase of appliance efficiency in buildings and implementation of building codes, appliance   standards   and   labels   and   promotion   of   energy   efficient technology in the tourism sector",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.a.2
39,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Description 6,"The targets above are presented with partial conditionality considerations, including technical support to
develop a transmission and development improvement programme and financing to pilot and scale up solar
water heating technology in residential and tourism sectors.",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Description 6
40,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Target 3.b,Avoid 44 KtCO2e in the national electricity supply by 2030 through the introduction of expanded capacity from renewable energy sources,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Target 3.b
41,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.1,"Achieve 75% gross generation of electricity from renewable energy sources by 2030 through the implementation of hydropower, solar, wind and biomass, including in the tourism sector",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.1
42,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.2,Reduce emissions from high carbon electricity sources including through taking 2MW diesel generation offline by 2022 and converting new LPG generation to CNG by 2026,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.2
43,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.3,Install 40 MW utility-scale solar power by 2025,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.3
44,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.4,Implement an interconnection policy and regulatory framework to facilitate distributed renewable power generation by 2022,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.4
45,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.5,"Expand the use of biomass, including bagasse, for electricity generation",8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.5
46,Belize,Mitigation Targets and Actions (6),Energy (6.2.3),Action 3.b.6,Explore the feasibility of onshore wind power generation and flexible storage technologies to complement high levels of variable renewable power sources,8,Protect,mitigation,"Freshwater, wetlands","Protection of freshwater and wetlands: wetland protection, wetland conservation, Ramsar,  peatland protection and rewetting,  Avoided peat impacts, Protect freshwater ecosystem, catchment protection, river protection, ",No.,0,,,,N,Mitigation Targets and Actions (6) Energy (6.2.3) Action 3.b.6
