index,Country,Target Text,Target Name,Document,Doc,Type,Convention,Source,Target Textt,index,Themes,Texts,Textt,generated_sample
5,Tanzania,Promote livestock resilience by adopting improved rangeland management in ≥ 40% of pastoral communities,Objective 6 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Promote livestock resilience by adopting improved rangeland management in ≥ 40% of pastoral communities,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",1
6,Tanzania,"Rehabilitate or sustainably manage ≥ 50% of degraded coastal zones (mangroves, reefs)",Objective 7 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Rehabilitate or sustainably manage ≥ 50% of degraded coastal zones (mangroves, reefs)",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
7,Tanzania,"Conduct climate-proofing for all major new infrastructure projects (roads, rail, power lines)",Objective 8 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Conduct climate-proofing for all major new infrastructure projects (roads, rail, power lines)",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
8,Tanzania,"Equip 70% of health facilities with climate-resilient water and power systems, expanding disease surveillance to all regions",Objective 9 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Equip 70% of health facilities with climate-resilient water and power systems, expanding disease surveillance to all regions",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
9,Tanzania,"Develop or update district-level DRR plans in ≥ 30 high-risk districts, strengthening early warning systems",Objective 10 (Adaptation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Develop or update district-level Disaster Risk Reduction plans in ≥ 30 high-risk districts, strengthening early warning systems",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
10,Tanzania,Reduce economy-wide GHG emissions by 30–35% below BAU by 2030 (aligned with updated NDC),Objective 1 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Reduce economy-wide Greenhouse Gas emissions by 30–35% below Business as Usual by 2030 (aligned with updated Nationally Determined Contributions),1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
11,Tanzania,"Expand renewable energy (solar, wind, geothermal, hydro, bioenergy) to ≥ 25% of total generation mix",Objective 2 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Expand renewable energy (solar, wind, geothermal, hydro, bioenergy) to ≥ 25% of total generation mix",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
12,Tanzania,"Adopt energy-efficient technologies (efficient cookstoves, industrial retrofits) in ≥ 40% of households and 20% of factories",Objective 3 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Adopt energy-efficient technologies (efficient cookstoves, industrial retrofits) in ≥ 40% of households and 20% of factories",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
13,Tanzania,"Introduce or scale up mass transit systems (BRT, rail) and non-motorized transport in major cities",Objective 4 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Introduce or scale up mass transit systems (BRT, rail) and non-motorized transport in major cities",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
14,Tanzania,"Decrease the deforestation rate by 20% from baseline (~469,420 ha/year), restoring 2 million ha of degraded forests",Objective 5 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Decrease the deforestation rate by 20% from baseline (~469,420 ha/year), restoring 2 million ha of degraded forests",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
15,Tanzania,"Develop modern waste management in all major urban centers (3R—reduce, reuse, recycle) and pilot waste-to-energy projects",Objective 6 (Mitigation),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Develop modern waste management in all major urban centers (3R—reduce, reuse, recycle) and pilot waste-to-energy projects",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
16,Tanzania,"Integrate climate change curricula into primary, secondary, and tertiary education, with annual climate forums",Objective 1 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Integrate climate change curricula into primary, secondary, and tertiary education, with annual climate forums",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
17,Tanzania,Conduct or update climate-risk assessments in ≥ 30 districts and improve meteorological networks (TMA),Objective 2 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Conduct or update climate-risk assessments in ≥ 30 districts and improve meteorological networks (TMA),1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
18,Tanzania,"Provide incentives for climate-smart technology innovation(e.g., renewable micro-grids, improved seeds)",Objective 3 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Provide incentives for climate-smart technology innovation(e.g., renewable micro-grids, improved seeds)",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
19,Tanzania,Establish a National Climate Change Financing Mechanismand integrate a climate code in national budgets,Objective 4 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,Establish a National Climate Change Financing Mechanismand integrate a climate code in national budgets,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
20,Tanzania,"Gender mainstreaming in all climate actions, ensuring equitable participation and benefit-sharing",Objective 5 (Cross-cutting),National Climate Change Response Strategy (2021-2026),NCCRS,Other targets,Climate,https://www.vpo.go.tz,"Gender mainstreaming in all climate actions, ensuring equitable participation and benefit-sharing",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
21,Tanzania,"Reduce climate-related disaster risks (droughts, floods) ",Overall Resilience & Water Access 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,"Reduce climate-related disaster risks (droughts, floods) ",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
22,Tanzania,Increase access to safe water from 86% (urban) / 67.7% (rural) to 100% by 2030 ,Overall Resilience & Water Access 2,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Increase access to safe water from 86% (urban) / 67.7% (rural) to 100% by 2030 ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
23,Tanzania,Protect coastal communities/ecosystems from sea-level rise (conservative & worst-case scenarios),Overall Resilience & Water Access 3,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Protect coastal communities/ecosystems from sea-level rise (conservative & worst-case scenarios),1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
24,Tanzania,Scale up climate-smart agriculture ,Agriculture 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Scale up climate-smart agriculture ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",1
25,Tanzania,Promote crop insurance ,Agriculture 2,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Promote crop insurance ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
26,Tanzania,Strengthen R&D and extension services,Agriculture 3,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Strengthen Research and Development and extension services,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
27,Tanzania,Strengthen climate-resilient rangeland management ,Livestock 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Strengthen climate-resilient rangeland management ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",1
28,Tanzania,Promote livestock insurance ,Livestock 2,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Promote livestock insurance ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
29,Tanzania,Enhance livestock productivity,Livestock 3,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Enhance livestock productivity,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",1
30,Tanzania,Enhance participatory forest management ,Forestry 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Enhance participatory forest management ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
31,Tanzania,Safeguard ecosystem services ,Forestry 2,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Safeguard ecosystem services ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
32,Tanzania,Support research on forest resilience,Forestry 3,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Support research on forest resilience,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
33,Tanzania,Promote climate-resilient energy systems ,Energy 1,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Promote climate-resilient energy systems ,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
34,Tanzania,Diversify energy sources (clean/renewable),Energy 2,Nationally Determined Contribution (2021),NDC,NDC targets,Climate,https://www.vpo.go.tz,Diversify energy sources (clean/renewable),1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.","Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
