index,Country,Target Text,Target Name,Document,Source,Convention,Doc,Type,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
6,Belarus,"Implementation of a set of measures to minimize the negative impact of climate change on biological and landscape diversity, development of a targeted integrated strategy for environmental adaptation to projected climate change, including atmospheric air, water resources and ecosystems, land resources and soils, biological and landscape diversity",Target 11,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Implementation of a set of measures to minimize the negative impact of climate change on biological and landscape diversity, development of a targeted integrated strategy for environmental adaptation to projected climate change, including atmospheric air, water resources and ecosystems, land resources and soils, biological and landscape diversity",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
7,Belarus,"Inclusion of conservation and sustainable use of biological diversity in draft state programs and other state planning documents (concepts, strategies, forecasts) related to the use of natural resources and impacting natural complexes and ecological systems",Target 14,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Inclusion of conservation and sustainable use of biological diversity in draft state programs and other state planning documents (concepts, strategies, forecasts) related to the use of natural resources and impacting natural complexes and ecological systems",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
8,Belarus,"Creation of legal and economic mechanisms stimulating rational (sustainable) use of natural resources, establishment of economic incentives in the field of environmental protection, including the application of the best available technical methods, resource-saving technologies and practices, “green” procurement, attraction of investors in biodiversity financing",Target 15,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Creation of legal and economic mechanisms stimulating rational (sustainable) use of natural resources, establishment of economic incentives in the field of environmental protection, including the application of the best available technical methods, resource-saving technologies and practices, “green” procurement, attraction of investors in biodiversity financing",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
9,Belarus,Ensure mobilization of financial resources for implementation of measures on conservation and sustainable use of biological diversity,Target 16,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,Ensure mobilization of financial resources for implementation of measures on conservation and sustainable use of biological diversity,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
10,Belarus,"Land use change taking into account sensitivity and vulnerability of agricultural soils to increased drought and drought events, compaction, water and wind erosion (including increasing landscape diversity, especially in areas prone to wind erosion), revision of the system of cadastral land valuation taking into account climate change",24.2.,draft NDC 3.0,,agriculture,NDC,NDC targets,"Land use change taking into account sensitivity and vulnerability of agricultural soils to increased drought and drought events, compaction, water and wind erosion (including increasing landscape diversity, especially in areas prone to wind erosion), revision of the system of cadastral land valuation taking into account climate change",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
11,Belarus,"Optimization of crops, agricultural crops and agrotechnical practices, as well as breed composition, nutrition and housing conditions of farm animals, taking into account changing climatic conditions; strengthening and development of plant protection services, especially at the borders of the current areas of distribution of major climate-dependent pests and pathogens of agricultural crops",24.5.,draft NDC 3.0,,agriculture,NDC,NDC targets,"Optimization of crops, agricultural crops and agrotechnical practices, as well as breed composition, nutrition and housing conditions of farm animals, taking into account changing climatic conditions; strengthening and development of plant protection services, especially at the borders of the current areas of distribution of major climate-dependent pests and pathogens of agricultural crops",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
12,Belarus,Renovarion and optimization of the land reclamation system taking into account long-term climate change trends and water use priorities within the framework of the integrated water resources management strategy of Belarus,25.1.3.1.,draft NDC 3.0,,agriculture,NDC,NDC targets,Renovarion and optimization of the land reclamation system taking into account long-term climate change trends and water use priorities within the Global Biodiversity Framework of the integrated water resources management strategy of the country,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
13,Belarus,Changing land use patterns where reconstruction of melioration systems and facilities is inexpedient due to economic and environmental considerations,25.1.3.4.,draft NDC 3.0,,agriculture,NDC,NDC targets,Changing land use patterns where reconstruction of melioration systems and facilities is inexpedient due to economic and environmental considerations,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
14,Belarus,"Restoration of lands disturbed as a result of large-scale drainage reclamation (reduction of areas with destroyed fertile layer, application of forest reclamation to reduce wind erosion, control over the condition of drained peatlands in fire-prone periods, etc.).",25.1.3.6.,draft NDC 3.0,,agriculture,NDC,NDC targets,"Restoration of lands disturbed as a result of large-scale drainage reclamation (reduction of areas with destroyed fertile layer, application of forest reclamation to reduce wind erosion, control over the condition of drained peatlands in fire-prone periods, etc.).",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
15,Belarus,Increasing the forest cover of Belarus to 41.0% by 2030 and to 42.0% by 2050;,Forestry 1,draft NDC 3.0,,forestry,NDC,NDC targets,Increasing the forest cover of the country to 41.0% by 2030 and to 42.0% by 2050;,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
16,Belarus,"Increase share of coniferous (up to 60 and 62%) and hardwood (up to 5.0 and 5.5%) plantations in the forest fund, decrease of softwood stands (up to 34 and 30.5%) by 2030 and 2050, respectively.",Forestry 2,draft NDC 3.0,,forestry,NDC,NDC targets,"Increase share of coniferous (up to 60 and 62%) and hardwood (up to 5.0 and 5.5%) plantations in the forest fund, decrease of softwood stands (up to 34 and 30.5%) by 2030 and 2050, respectively.",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
17,Belarus,Increase in forest productivity: up to 230 m3/ha by 2030 and to 235 m3/ha by 2050,Forestry 3,draft NDC 3.0,,forestry,NDC,NDC targets,Increase in forest productivity: up to 230 m3/ha by 2030 and to 235 m3/ha by 2050,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
18,Belarus,"Increase area of clear-cut logging to 33% of the total area of all main-use logging by 2030, and to 35% by 2050",Forestry 4,draft NDC 3.0,,forestry,NDC,NDC targets,"Increase area of clear-cut logging to 33% of the total area of all main-use logging by 2030, and to 35% by 2050",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
19,Belarus,Increase the share of natural regeneration in total forest regeneration to 47% by 2030 and 50% by 2050,Forestry 5,draft NDC 3.0,,forestry,NDC,NDC targets,Increase the share of natural regeneration in total forest regeneration to 47% by 2030 and 50% by 2050,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
20,Belarus,"Afforestation on areas of unused, low-productive or low-productive agricultural land transferred for forest management",Forestry 6,draft NDC 3.0,,forestry,NDC,NDC targets,"Afforestation on areas of unused, low-productive or low-productive agricultural land transferred for forest management",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
21,Belarus,Transfer of areas with woody and shrub vegetation on agricultural land for sustainable forest management,Forestry 7,draft NDC 3.0,,forestry,NDC,NDC targets,Transfer of areas with woody and shrub vegetation on agricultural land for sustainable forest management,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",1
22,Belarus,Exclusion for a long term forest areas (typical and rare habitats) from forest management,Forestry 8,draft NDC 3.0,,forestry,NDC,NDC targets,Exclusion for a long term forest areas (typical and rare habitats) from forest management,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
23,Belarus,Utilization for fuel purposes of timber harvested during the removal of litter and cuttings from main-use logging operations,Forestry 9,draft NDC 3.0,,forestry,NDC,NDC targets,Utilization for fuel purposes of timber harvested during the removal of litter and cuttings from main-use logging operations,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
24,Belarus,"Development of circular power generation, including the use of recuperation plants that capture heat and redirect it for additional utilization",18,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Development of circular power generation, including the use of recuperation plants that capture heat and redirect it for additional utilization",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
25,Belarus,Development and implementation of a methodology for assessing the ecological development of regions in order to stimulate environmentally-oriented management,30,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,Development and implementation of a methodology for assessing the ecological development of regions in order to stimulate environmentally-oriented management,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
26,Belarus,Elaboration of the Strategy of long-term development of the Republic of Belarus with low greenhouse gas emissions up to 2050,44,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,Elaboration of the Strategy of long-term development of the Republic of the country with low greenhouse gas emissions up to 2050,3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
27,Belarus,"Development of renewable energy sources, including the creation of energy sources using wood fuel, biogas complexes and installations of renewable enegry, capacities for the production of fuel from solid municipal waste (RDF-fuel)",47,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Development of renewable energy sources, including the creation of energy sources using wood fuel, biogas complexes and installations of renewable enegry, capacities for the production of fuel from solid municipal waste (Refuse Derived Fuel-fuel)",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
28,Belarus,"Improving the mechanism of financing green projects, including taking into account industry specifics, by: issuing green bonds; attracting green loans; extrabudgetary funds and other sources",58,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Improving the mechanism of financing green projects, including taking into account industry specifics, by: issuing green bonds; attracting green loans; extrabudgetary funds and other sources",3,"Forest management, and protection","This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, REDD+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",NbS,"Forest management, and protection This includes natural forest management, improved plantations, sustainable forestry practices, agro-forestry, avoiding fuelwood harvest, preventing illegal logging, reducing deforestation and forest degradation, fire management, Reducing Emissions from Deforestation and Forest Degradation+, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, and monitoring forest changes.",0
0,Belarus,"Integration of the function of biodiversity conservation into the schemes of complex territorial organization of the Republic of Belarus, ensuring minimization of the threat of loss of natural ecosystems and objects of high value for biodiversity conservation, maintaining ecological integrity and connectivity of natural ecosystems",Target 1,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Integration of the function of biodiversity conservation into the schemes of complex territorial organization of the Republic of the country, ensuring minimization of the threat of loss of natural ecosystems and objects of high value for biodiversity conservation, maintaining ecological integrity and connectivity of natural ecosystems",4,Protection and restoration of wetlands and freshwater ecosystems,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",NbS,"Protection and restoration of wetlands and freshwater ecosystems This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",0
1,Belarus,Ensure restoration of at least 30% of disturbed and underutilized ecological systems to improve biodiversity and enhance ecosystem functions and services,Target 2,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,Ensure restoration of at least 30% of disturbed and underutilized ecological systems to improve biodiversity and enhance ecosystem functions and services,4,Protection and restoration of wetlands and freshwater ecosystems,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",NbS,"Protection and restoration of wetlands and freshwater ecosystems This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",1
2,Belarus,"Development of the system of protected areas and natural territories subject to special protection, designed to preserve natural ecological systems, biological and landscape diversity, as well as to ensure the continuity of habitat for wildlife (the area of protected areas by 2030 - 9.2 %; the area of protected areas by 2035 - 9.6 %; the area of territories subject to special protection by 2025 - 9.2 %). - 9.2 %; the area of protected areas by 2035 - 9.6 %, the area of territories subject to special protection by 2025 - 22 %). - 22 %)",Target 3,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Development of the system of protected areas and natural territories subject to special protection, designed to preserve natural ecological systems, biological and landscape diversity, as well as to ensure the continuity of habitat for wildlife (the area of protected areas by 2030 - 9.2 %; the area of protected areas by 2035 - 9.6 %; the area of territories subject to special protection by 2025 - 9.2 %). - 9.2 %; the area of protected areas by 2035 - 9.6 %, the area of territories subject to special protection by 2025 - 22 %). - 22 %)",4,Protection and restoration of wetlands and freshwater ecosystems,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",NbS,"Protection and restoration of wetlands and freshwater ecosystems This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",0
3,Belarus,"Reduction of surface and groundwater pollution from all sources of pollution to levels that do not harm biodiversity and ecosystem functions of aquatic ecosystems, improvement of ecological condition (status) of surface water bodies, use of biologically safe fertilizers and pesticides based on scientific data with due regard to food security, phased elimination of obsolete pesticides",Target 7,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Reduction of surface and groundwater pollution from all sources of pollution to levels that do not harm biodiversity and ecosystem functions of aquatic ecosystems, improvement of ecological condition (status) of surface water bodies, use of biologically safe fertilizers and pesticides based on scientific data with due regard to food security, phased elimination of obsolete pesticides",4,Protection and restoration of wetlands and freshwater ecosystems,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",NbS,"Protection and restoration of wetlands and freshwater ecosystems This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, and sustainable fishery.",1
