index,Country,Target Text,Target Name,Document,Doc,Convention,Source,Target Textt,index,Theme,Text,Textt,generated_sample
9,Namibia,"By 2018, existing terrestrial protected areas (national parks) are conserved, MET / MFMR effectively and equitably managed, within an ecologically representative and well-connected system, and by 2020, coastal and marine areas, of particular importance to biodiversity and ecosystem services, are identified and measures for their protection initiated",Target 10,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2018, existing terrestrial protected areas (national parks) are conserved, Ministry of Environment and Tourism / Ministry of Fisheries and Marine Resources effectively and equitably managed, within an ecologically representative and well-connected system, and by 2020, coastal and marine areas, of particular importance to biodiversity and ecosystem services, are identified and measures for their protection initiated",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
10,Namibia,"By 2016, threatened and vulnerable species lists are updated and measures MET implemented by 2019 to improve their conservation status",Target 11,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2016, threatened and vulnerable species lists are updated and measures Ministry of Environment and Tourism implemented by 2019 to improve their conservation status",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
11,Namibia,"By 2020, genetic diversity of cultivated plants and farmed animals is maintained MAWF and enhanced",Target 12 ,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2020, genetic diversity of cultivated plants and farmed animals is maintained Ministry of Agriculture, Water and Forestry and enhanced",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
12,Namibia,"By 2022, ecosystems that provide essential services and contribute to health, MAWF / livelihoods and well-being are safeguarded, and restoration programmes have MME / been initiated for degraded ecosystems covering at least 15 per cent of the MET priority areas ",Target 13,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, ecosystems that provide essential services and contribute to health, Ministry of Agriculture, Water and Forestry / livelihoods and well-being are safeguarded, and restoration programmes have Ministry of Mines and Energy / been initiated for degraded ecosystems covering at least 15 per cent of the Ministry of Environment and Tourism priority areas ",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
13,Namibia,"By 2015, national legislation giving effect to the Nagoya Protocol is in force and MET by 2018 fully operational to ensure that benefits are fair and equitably shared from the conservation and sustainable use of biodiversity",Target 14,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2015, national legislation giving effect to the Access and Benefit Sharing is in force and Ministry of Environment and Tourism by 2018 fully operational to ensure that benefits are fair and equitably shared from the conservation and sustainable use of biodiversity",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
14,Namibia,"By 2020, traditional knowledge and the innovations and practices of indigenous MRLGHRD and local communities relevant to the conservation and sustainable use of biodiversity are recognised, respected and promoted ",Target 15,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2020, traditional knowledge and the innovations and practices of indigenous Ministry of Regional and Local Government, Housing and Rural Development and local communities relevant to the conservation and sustainable use of biodiversity are recognised, respected and promoted ",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
15,Namibia,"By 2022, knowledge, science base and technologies relating to biodiversity and MET / ecosystem management are improved and made relevant to political MYNSSC / decision-makers",Target 16,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, knowledge, science base and technologies relating to biodiversity and Ministry of Environment and Tourism / ecosystem management are improved and made relevant to political Ministry of Youth, National Service, Sport and Culture / decision-makers",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
16,Namibia,"By 2022, mobilization of financial resources from all sources has been MET / increased compared to the period 2008-2012 to allow for the effective NPC / implementation of this strategy and action plan",Target 17,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, mobilization of financial resources from all sources has been Ministry of Environment and Tourism / increased compared to the period 2008-2012 to allow for the effective National Planning Commissino / implementation of this strategy and action plan",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
17,Namibia, Sustainable land management,Measure 1,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Sustainable land management,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Sustainable land management
18,Namibia,Management of State Protected Areas,Measure 2,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,Management of State Protected Areas,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
19,Namibia, Environmental Management,Measure 3,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Environmental Management,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
20,Namibia, Fire management plans,Measure 4,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Fire management plans,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
21,Namibia,Green spaces and urban corridors,Measure 5,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,Green spaces and urban corridors,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
22,Namibia," Adaptive management of fragile natural habitats (Karoo, Wetlands and Desert)",Measure 6,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf," Adaptive management of fragile natural habitats (Karoo, Wetlands and Desert)",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
23,Namibia,"Expansion of solar and wind capacity to over 3,200 MW by 2050.",Energy Sector Transformation 1,LT-LEDS,LT-LEDS,Climate,,"Expansion of solar and wind capacity to over 3,200 MW by 2050.",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
24,Namibia,Large-scale green hydrogen hubs in Lüderitz and Tsau //Khaeb.,Energy Sector Transformation 2,LT-LEDS,LT-LEDS,Climate,,Large-scale green hydrogen hubs in Lüderitz and Tsau //Khaeb.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
25,Namibia,Modernizing the grid with energy storage solutions.,Energy Sector Transformation 3,LT-LEDS,LT-LEDS,Climate,,Modernizing the grid with energy storage solutions.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
26,Namibia,Rural electrification with decentralized solar systems.,Energy Sector Transformation 4,LT-LEDS,LT-LEDS,Climate,,Rural electrification with decentralized solar systems.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
27,Namibia,Methane reduction strategies in livestock.,Agriculture and Land Use Transformation 1,LT-LEDS,LT-LEDS,Climate,,Methane reduction strategies in livestock.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
28,Namibia,"Afforestation and reforestation (450,000 hectares).",Agriculture and Land Use Transformation 2,LT-LEDS,LT-LEDS,Climate,,"Afforestation and reforestation (450,000 hectares).",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
29,Namibia,Climate-smart farming and water-efficient irrigation.,Agriculture and Land Use Transformation 3,LT-LEDS,LT-LEDS,Climate,,Climate-smart farming and water-efficient irrigation.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems.
30,Namibia,Expansion of sustainable land management practices.,Agriculture and Land Use Transformation 4,LT-LEDS,LT-LEDS,Climate,,Expansion of sustainable land management practices.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",1 - Protection and restoration of wetlands and freshwater ecosystems
31,Namibia,"200,000 electric vehicles (EVs) by 2030.",Transport and Infrastructure Decarbonisation 1,LT-LEDS,LT-LEDS,Climate,,"200,000 electric vehicles (EVs) by 2030.",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
32,Namibia,"Electrification of buses, taxis, and light rail.",Transport and Infrastructure Decarbonisation 2,LT-LEDS,LT-LEDS,Climate,,"Electrification of buses, taxis, and light rail.",4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
33,Namibia,Green fuels and biofuels integration.,Transport and Infrastructure Decarbonisation 3,LT-LEDS,LT-LEDS,Climate,,Green fuels and biofuels integration.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
34,Namibia,Sustainable urban planning for climate resilience.,Transport and Infrastructure Decarbonisation 4,LT-LEDS,LT-LEDS,Climate,,Sustainable urban planning for climate resilience.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
35,Namibia,Carbon Capture & Storage (CCS) for cement industry.,Industrial Transformation 1,LT-LEDS,LT-LEDS,Climate,,Carbon Capture & Storage (Carbon Capture and Storage) for cement industry.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
36,Namibia,Green hydrogen-based steel and ammonia production.,Industrial Transformation 2,LT-LEDS,LT-LEDS,Climate,,Green hydrogen-based steel and ammonia production.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
37,Namibia,Circular economy approaches: waste-to-energy and recycling.,Industrial Transformation 3,LT-LEDS,LT-LEDS,Climate,,Circular economy approaches: waste-to-energy and recycling.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
38,Namibia,Industrial modernization with low-carbon technology.,Industrial Transformation 4,LT-LEDS,LT-LEDS,Climate,,Industrial modernization with low-carbon technology.,4,Protection and restoration of wetlands and freshwater ecosystems ,"This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.","Protection and restoration of wetlands and freshwater ecosystems  This includes avoiding grassland conversion, grassland protection, savanna protection, avoiding shrubland conversion, sustainable grazing, optimal grazing intensity, conservation agriculture, grassland restoration, savanna restoration, degraded land restoration, tree intercropping, land conservation, and avoiding desertification.",0
0,Namibia,"By 2020, at least 75% of surveyed key target groups know the meaning of MET biodiversity and can identify important reasons for biodiversity conservation",Target  1,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2020, at least 75% of surveyed key target groups know the meaning of Ministry of Environment and Tourism biodiversity and can identify important reasons for biodiversity conservation",5,Grassland management and protection ,"This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.","Grassland management and protection  This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.",0
1,Namibia,"By 2018, biodiversity values and prioritized ecosystem services are quantified, MET monitored and mainstreamed to support national and sectoral policy-making, planning, budgeting and decision-making frameworks",Target  2,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2018, biodiversity values and prioritized ecosystem services are quantified, Ministry of Environment and Tourism monitored and mainstreamed to support national and sectoral policy-making, planning, budgeting and decision-making frameworks",5,Grassland management and protection ,"This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.","Grassland management and protection  This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.",1 - Biodiversity values and prioritized ecosystem services
2,Namibia,"By 2018, selected incentives for biodiversity conservation and sustainable use MET and MoF are in place and applied, and the most harmful subsidies are identified and their phase out is initiated",Target 3,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2018, selected incentives for biodiversity conservation and sustainable use Ministry of Environment and Tourism and Ministry of Finance are in place and applied, and the most harmful subsidies are identified and their phase out is initiated",5,Grassland management and protection ,"This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.","Grassland management and protection  This includes wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands.",1 - Grassland management and protection
