index,Country,Target Text,Target Name,Document,Source,Convention,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
57,Sri Lanka,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",Fisheries NDC 3,Draft NDCs,,Climate Change,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
58,Sri Lanka,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,Fisheries NDC 4,Draft NDCs,,Climate Change,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
59,Sri Lanka,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",Fisheries NDC 5,Draft NDCs,,Climate Change,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
60,Sri Lanka,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,Fisheries NDC 6,Draft NDCs,,Climate Change,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
61,Sri Lanka,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,Fisheries NDC 7,Draft NDCs,,Climate Change,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
62,Sri Lanka,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",Forestry NDC 1,Draft NDCs,,Climate Change,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
63,Sri Lanka,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",Forestry NDC 2,Draft NDCs,,Climate Change,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
64,Sri Lanka,Promote catchment protection in major rivers and cascade systems through tree planting,Forestry NDC 3,Draft NDCs,,Climate Change,Promote catchment protection in major rivers and cascade systems through tree planting,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",1
65,Sri Lanka,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",Forestry NDC 4,Draft NDCs,,Climate Change,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",1
66,Sri Lanka,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,Health NDC 1,Draft NDCs,,Climate Change,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
67,Sri Lanka,Improved capacity to manage non-communicable diseases (NCD) and health conditions directly attributable to climate change,Health NDC 2,Draft NDCs,,Climate Change,Improved capacity to manage non-communicable diseases (Non-Communicable Disease) and health conditions directly attributable to climate change,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
68,Sri Lanka,Manage the worsening of under-nutrition and malnutrition due to climate change,Health NDC 3,Draft NDCs,,Climate Change,Manage the worsening of under-nutrition and malnutrition due to climate change,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
69,Sri Lanka,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",Health NDC 4,Draft NDCs,,Climate Change,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
70,Sri Lanka,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,Health NDC 5,Draft NDCs,,Climate Change,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
71,Sri Lanka,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",Industry NDC 1,Draft NDCs,,Climate Change,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
72,Sri Lanka,The integration of renewable energy technologies to expand the proportion of renewable energy within industrial energy usage and electrification of industrial heating,Industry NDC 2,Draft NDCs,,Climate Change,The integration of renewable energy technologies to expand the proportion of renewable energy within industrial energy usage and electrification of industrial heating,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
73,Sri Lanka,"Product modification and process optimization by applying Resource Efficiency Cleaner Production (RECP), Life Cycle Analysis (LCA), Circular Economy, SCP, Eco Industrial Parks, industrial symbiosis, eco labelling and green reporting in industries",Industry NDC 3,Draft NDCs,,Climate Change,"Product modification and process optimization by applying Resource Efficiency Cleaner Production (RECP), Life Cycle Analysis (LCA), Circular Economy, Sustainable Production and Consumption, Eco Industrial Parks, industrial symbiosis, eco labelling and green reporting in industries",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
74,Sri Lanka,Establish eco-industrial parks and villages,Industry NDC 4,Draft NDCs,,Climate Change,Establish eco-industrial parks and villages,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
75,Sri Lanka,The implementation of measures to mitigate GHG emissions under the Industrial Processes and Product Use (IPPU) category,Industry NDC 5,Draft NDCs,,Climate Change,The implementation of measures to mitigate Greenhouse Gas emissions under the Industrial Processes and Product Use (IPPU) category,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
76,Sri Lanka,Increase innovation and investment in industrial decarbonization,Industry NDC 6,Draft NDCs,,Climate Change,Increase innovation and investment in industrial decarbonization,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
77,Sri Lanka,"National Level stocktaking and progress reviewing related to all L&D sectors such as but not exclusive to - Agriculture, Livestock and Fisheries, Infrastructure/ Transport, Education, Water, Health, Tele Communication, Tourism, Industries, Gender and Child Protection, Social Protection, Biodiversity and Forestry, Housing, Power and Energy, coastal and marine",L&D NDC 1,Draft NDCs,,Climate Change,"National Level stocktaking and progress reviewing related to all Loss and Damage sectors such as but not exclusive to - Agriculture, Livestock and Fisheries, Infrastructure/ Transport, Education, Water, Health, Tele Communication, Tourism, Industries, Gender and Child Protection, Social Protection, Biodiversity and Forestry, Housing, Power and Energy, coastal and marine",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",1
78,Sri Lanka,Strengthen the existing weather and climate forecasting system including rapid & slow onset events and encompassing economic and non-economic impacts,L&D NDC 2,Draft NDCs,,Climate Change,Strengthen the existing weather and climate forecasting system including rapid & slow onset events and encompassing economic and non-economic impacts,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
79,Sri Lanka,Improve integrated data management system to record losses and damages per sector - including technical and social economic information,L&D NDC 3,Draft NDCs,,Climate Change,Improve integrated data management system to record losses and damages per sector - including technical and social economic information,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
80,Sri Lanka,"Establish an overarching, nationally appropriate, functional and coordinated institutional mechanism for L&D",L&D NDC 4,Draft NDCs,,Climate Change,"Establish an overarching, nationally appropriate, functional and coordinated institutional mechanism for Loss and Damage",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
81,Sri Lanka,"Develop a Risk Management framework  covering social, economic, physical  and ecological risks due to climate change related extreme disaster events, enabling climate/disaster risk financing",L&D NDC 5,Draft NDCs,,Climate Change,"Develop a Risk Management Global Biodiversity Framework  covering social, economic, physical  and ecological risks due to climate change related extreme disaster events, enabling climate/disaster risk financing",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
82,Sri Lanka,"Improve dairy sector productivity by introducing Good Animal Husbandry practices (GAHP) in consideration of managing herd, herd health, feed and by improving animal comfort and welfare",Livestock NDC 1 (mitigation),Draft NDCs,,Climate Change,"Improve dairy sector productivity by introducing Good Animal Husbandry practices (GAHP) in consideration of managing herd, herd health, feed and by improving animal comfort and welfare",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
83,Sri Lanka,"Improve productivity of Monogastrics by GAHP such as improving genetics, feed efficiency, animal health, comfort and welfare",Livestock NDC 2 (mitigation),Draft NDCs,,Climate Change,"Improve productivity of Monogastrics by GAHP such as improving genetics, feed efficiency, animal health, comfort and welfare",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
84,Sri Lanka,Adopt renewable energy for livestock and poultry applications,Livestock NDC 3 (mitigation),Draft NDCs,,Climate Change,Adopt renewable energy for livestock and poultry applications,5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
85,Sri Lanka,"Introduce adaptation measures, particularly genetic improvement, disease surveillance and forage improvement strategies to address climate impacts on ruminant livestock",Livestock NDC 1 (adaptation),Draft NDCs,,Climate Change,"Introduce adaptation measures, particularly genetic improvement, disease surveillance and forage improvement strategies to address climate impacts on ruminant livestock",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
86,Sri Lanka,"Introduce technological innovations and interventions, especially by improved feeding, disease surveillance and management strategies, to build resilience in poultry and swine farming",Livestock NDC 2 (adaptation),Draft NDCs,,Climate Change,"Introduce technological innovations and interventions, especially by improved feeding, disease surveillance and management strategies, to build resilience in poultry and swine farming",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
87,Sri Lanka,"Improve research, education, awareness and, capacity building for climate change adaptation through private-public partnerships",Livestock NDC 3 (adaptation),Draft NDCs,,Climate Change,"Improve research, education, awareness and, capacity building for climate change adaptation through private-public partnerships",5,Grassland management and protection,"This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",NbS,"Grassland management and protection This includes river, inland water and wetland protection, peatland rewetting, avoiding peat impacts, freshwater ecosystem protection, wetland management, service management of freshwater ecosystems, peatland restoration, dune restoration, freshwater ecosystem restoration, catchment restoration, watershed protection, restoration and reduced conversion of coastal wetlands, restoration and reduced conversion of peatlands, d sustainable fishery.",0
